NOMBRE_LUGAR,CATEGORIA,ZONA,LONGITUD,LATITUD
ISHAM PARK ENTRANCE RAMP W 214 ST & PARK TERRACE W,Parques y Jardines,Manhattan,-73.918879388541,40.870172897555
HARLEM RIVER II HOUSES GARAGE,Residencial,Manhattan,-73.938239563952,40.826793761541
SYRIA CONSULATE,Administracion Publica,Manhattan,-73.971089481971,40.750825988443
AMERICAN ACADEMY OF DRAMATIC ARTS,Educacion,Manhattan,-73.984845570609,40.745550435189
CENTRAL PARK EAST MEADOW,Parques y Jardines,Manhattan,-73.955656677491,40.790030785202
AKA SUTTON PLACE HOTEL,Comercial y Hoteles,Manhattan,-73.96455381142,40.757954529569
OCTAGON TENNIS COURTS,Parques y Jardines,Manhattan,-73.943470568089,40.768441798381
EDGECOMB AVENUE GARDEN PARK SANCTUARY,Parques y Jardines,Manhattan,-73.942105479902,40.826573732071
MACARTHUR PLAYGROUND,Parques y Jardines,Manhattan,-73.96511552477,40.752189996003
CAPOBIANCO FIELD,Parques y Jardines,Manhattan,-73.948208930209,40.763000694193
WASHINGTON HTS REHAB PHASE III HOUSES BUILDING 2,Residencial,Manhattan,-73.938260389859,40.836796035837
AL HIRSCHFELD THEATRE,Cultura,Manhattan,-73.989225599795,40.759281669849
DYCKMAN HOUSES BUILDING 8,Residencial,Manhattan,-73.921147150334,40.862133640153
PLAYGROUND 125 CXXV,Parques y Jardines,Manhattan,-73.955342329845,40.810803959447
HIGHBRIDGE PARK BATTING CAGE,Parques y Jardines,Manhattan,-73.924305076209,40.857139983555
MORGUE - MN OCME,Monumentos y Plazas,Manhattan,-73.974726274208,40.741259300938
NATIONAL JAZZ MUSEUM IN HARLEM,Cultura,Manhattan,-73.943079741856,40.809926419952
RODEPH SHOLOM SCHOOL 84 ST,Educacion,Manhattan,-73.97119057831,40.784186785828
FITZPATRICK GRAND CENTRAL HOTEL,Comercial y Hoteles,Manhattan,-73.974448387791,40.752693909021
METROPOLITAN LIFE TOWER,Comercial y Hoteles,Manhattan,-73.98737760803,40.741043018621
NY LAW SCHOOL,Educacion,Manhattan,-74.006782692518,40.717886104965
ECONO LODGE HOTEL TIMES SQUARE,Comercial y Hoteles,Manhattan,-73.987990085876,40.760494692635
FORT WASHINGTON POST OFFICE,Administracion Publica,Manhattan,-73.944087322498,40.834401042887
1 WORLD TRADE CENTER,Comercial y Hoteles,Manhattan,-74.013061948478,40.713107782575
RIVERBANK PLAYGROUND,Parques y Jardines,Manhattan,-73.953633553675,40.825758928522
REECE SCHOOL,Educacion,Manhattan,-73.950966083265,40.792719688788
EAST RIVER PLAYGROUND,Parques y Jardines,Manhattan,-73.938189507649,40.789359451792
NYC KOREAN SCHOOL LOWER E CMPS,Educacion,Manhattan,-73.981496501738,40.724192596718
FILM FORUM,Cultura,Manhattan,-74.00470434917,40.728375416886
RIVERSIDE PARK SOUTH,Parques y Jardines,Manhattan,-73.988472403981,40.780317948732
LEHMAN VILLAGE BUILDING 4,Residencial,Manhattan,-73.94759788379,40.794147254786
DOWNING STREET PLAYGROUND,Parques y Jardines,Manhattan,-74.002627977658,40.729829808416
BROADHURST THEATRE,Cultura,Manhattan,-73.987656534546,40.758231606365
GENERAL GRANT NATIONAL MONUMENT,Monumentos y Plazas,Manhattan,-73.963060920761,40.813424101272
LUCERNE HOTEL,Comercial y Hoteles,Manhattan,-73.978405964315,40.783495945147
CENTRAL PARK LADIES PAVILLION,Parques y Jardines,Manhattan,-73.972926616727,40.777667875077
STUYVESANT TOWN 510 E 20 520 E 20,Residencial,Manhattan,-73.977314083638,40.7335375913
MASTER BUILDING,Monumentos y Plazas,Manhattan,-73.971171393016,40.800434594677
LA GUARDIA HOUSES BUILDING 5,Residencial,Manhattan,-73.987319837049,40.712529352543
LOWER E SIDE II HOUSES,Residencial,Manhattan,-73.978505875221,40.722779510448
HRA OCSS CENTER CUSTOMER SERVICES WALK-IN CENTER,Administracion Publica,Manhattan,-74.007622166474,40.717169699302
MANHATTANVILLE HOUSES BLDG 3,Residencial,Manhattan,-73.954888120774,40.816317881609
HUDSON RIVER PARK TENNIS COURT 1,Parques y Jardines,Manhattan,-74.011338063096,40.726853349565
BROWNSTONES HOUSES BUILDING 24,Residencial,Manhattan,-73.969233142941,40.789260529335
SCHUYLER ARMS CO-OP,Residencial,Manhattan,-73.97284015794,40.796949004635
CHELSEA MARKET,Comercial y Hoteles,Manhattan,-74.004753680027,40.742219871858
ACE HOTEL,Comercial y Hoteles,Manhattan,-73.988291295852,40.745757861853
RIVERBANK PARK SKATING RINK,Parques y Jardines,Manhattan,-73.955772031068,40.825830161642
BETH JACOB SCHOOL,Educacion,Manhattan,-73.984272840155,40.716500000599
REDBURY HOTEL,Comercial y Hoteles,Manhattan,-73.984549886271,40.744526096312
FRENCH TOURIST OFC,Administracion Publica,Manhattan,-73.976113010866,40.75757706622
CENTRAL PARK RESERVOIR PUMP HOUSE S,Parques y Jardines,Manhattan,-73.962564672035,40.782274380265
RIVERSIDE PARK DOG RUN W 142 ST,Parques y Jardines,Manhattan,-73.95424126379,40.825293985056
EAST RIVER PARK AT DELANCEY STREET,Parques y Jardines,Manhattan,-73.97541817408,40.715442809347
MEXICO CONSULATE,Administracion Publica,Manhattan,-73.979888817192,40.750806132718
PENINSULA HOTEL,Comercial y Hoteles,Manhattan,-73.975377123131,40.761675065058
SAMUEL CITY HOUSES BUILDING 44,Residencial,Manhattan,-73.940278559056,40.817031773217
ITALIAN CONSULATE,Administracion Publica,Manhattan,-73.965644613267,40.769162077051
TRUMP PALACE CONDOMINIUMS,Residencial,Manhattan,-73.961826852928,40.767528655837
WAGNER HOUSES BUILDING 17,Residencial,Manhattan,-73.932778065317,40.800308963955
AMDA COLLEGE MAIN BUILDING,Educacion,Manhattan,-73.987626889929,40.772297329379
HARLEM RIVER HOUSES BLDG 1,Residencial,Manhattan,-73.936654580636,40.826764322048
CALHOUN UPPER SCHOOL,Educacion,Manhattan,-73.980595911021,40.785565619779
THE CROYDON BUILDING,Residencial,Manhattan,-73.959518844918,40.780776372422
AMSTERDAM HOUSES BUILDING 8,Residencial,Manhattan,-73.987385119331,40.773331540777
CENTRAL PARK ZOO GALLERY,Parques y Jardines,Manhattan,-73.971947186278,40.767411553144
SAMUEL I MHOP HOUSES BUILDING 41,Residencial,Manhattan,-73.940934934687,40.818447418167
SAINT PAUL'S CHAPEL CEMETERY,Monumentos y Plazas,Manhattan,-74.009229688108,40.711113264655
BUCKLEY SCHOOL 74 STREET BUILDING,Educacion,Manhattan,-73.962144022376,40.771920970776
ARGENTINA CONSULATE,Administracion Publica,Manhattan,-73.975535619166,40.762533875408
HARLEM CHILDRENS ZONE PROMISE ACADEMY 1 HIGH SCHOOL,Educacion,Manhattan,-73.947992051155,40.812353044605
PUEBLO UNIDO GARDEN,Parques y Jardines,Manhattan,-73.947215673125,40.796443834738
WASHINGTON HEIGHTS LIBRARY,Cultura,Manhattan,-73.939711635677,40.83455715366
FT TRYON PARK WESTERN PARKING LOT,Parques y Jardines,Manhattan,-73.932547707303,40.864879403304
NEW YORK UNIVERSITY FREDERICK LOEWE THEATRE,Cultura,Manhattan,-73.995963254727,40.729461626883
BARUCH HOUSES BUILDING 15,Residencial,Manhattan,-73.979142691311,40.718117948268
SAMUEL MHOP I HOUSES,Residencial,Manhattan,-73.940707339689,40.818481551218
CENTRAL PARK GREAT LAWN N,Parques y Jardines,Manhattan,-73.96598020425,40.782543245104
MARCUS GARVEY PARK,Parques y Jardines,Manhattan,-73.94367076585,40.804493782103
EDISON BALLROOM,Comercial y Hoteles,Manhattan,-73.986462074592,40.759743788
LEHMAN VILLAGE BUILDING 3,Residencial,Manhattan,-73.948387795246,40.794559474532
DOUGLASS 2 PROJECTS BLDG 14,Residencial,Manhattan,-73.966351598745,40.797833792264
PRINTING HOUSE SQUARE,Monumentos y Plazas,Manhattan,-74.00573203981,40.711829473215
MARBLE HILL HOUSES BUILDING 10,Residencial,Manhattan,-73.908086146194,40.876569335102
MARBLE HILL HOUSES BUILDING 8,Residencial,Manhattan,-73.907484803241,40.875805082193
RECREATION CENTER 54,Parques y Jardines,Manhattan,-73.965104108711,40.756552947768
FT TRYON PARK OVERLOOK BELOW CLOISTERS,Parques y Jardines,Manhattan,-73.932104699279,40.865978557044
TIFFANYS,Comercial y Hoteles,Manhattan,-73.973775966119,40.76260220409
LT WM TIGHE TRIANGLE,Monumentos y Plazas,Manhattan,-73.927660241583,40.865702964819
BANK STREET COLLEGE,Educacion,Manhattan,-73.966701130718,40.805648320281
PIER 25 MINI GOLF,Parques y Jardines,Manhattan,-74.014117824537,40.720221316395
CITY COLLEGE BIOLOGY CENTER,Educacion,Manhattan,-73.952144507338,40.815963283896
STANTON STREET APTS,Residencial,Manhattan,-73.983553527869,40.719794491027
HIGH LINE W 28 ST ENTRANCE,Parques y Jardines,Manhattan,-74.002478725859,40.751039680284
RANGEL HOUSES BUILDING 2,Residencial,Manhattan,-73.936491268479,40.832567985701
WASHINGTON HOUSES BUILDING 5,Residencial,Manhattan,-73.945810335449,40.786765470142
LOWER EAST SIDE 3 HOUSES,Residencial,Manhattan,-73.976868596081,40.724450098659
FEDERAL RESERVE BANK,Administracion Publica,Manhattan,-74.008551247842,40.708228051859
NEW YORK UNIVERSITY CAMPUS EATRY,Educacion,Manhattan,-73.995586198019,40.729262819857
OL QUEEN OF ANGELS SCHOOL,Educacion,Manhattan,-73.940660956973,40.795108119036
FRANKLIN PLAZA BUILDING 8,Residencial,Manhattan,-73.940926649415,40.790334782845
COLUMBUS PARK,Parques y Jardines,Manhattan,-74.000047901947,40.715186204197
BROWNSTONES HOUSES BUILDING 25,Residencial,Manhattan,-73.969289108794,40.789287930772
SAMUEL CITY HOUSES BUILDING 31,Residencial,Manhattan,-73.939229723922,40.819399658137
LEHMAN VILLAGE BUILDING 1,Residencial,Manhattan,-73.947594995247,40.795695264684
INWOOD HILL PARK SPRING,Parques y Jardines,Manhattan,-73.923144761629,40.872707716105
MANHATTAN STAR ACADEMY,Educacion,Manhattan,-73.983563789911,40.776372439637
STUYVESANT TOWN COMMUNITY CENTER,Parques y Jardines,Manhattan,-73.980581765587,40.731846934213
NETHERLAND MISSION 9 FL,Administracion Publica,Manhattan,-73.971475894517,40.752246400531
300 GATEWAY PLAZA,Residencial,Manhattan,-74.017692085942,40.711051164929
CLAYTON WILLIAMS GARDEN,Parques y Jardines,Manhattan,-73.950896931325,40.811066794732
VLADECK HOUSES BUILDING 5,Residencial,Manhattan,-73.983176074025,40.712871168967
FORDHAM UNIVERSITY LAW SCHOOL,Educacion,Manhattan,-73.985229469935,40.77146394361
GODDARD RIVERSIDE COMMUNITY CENTER,Parques y Jardines,Manhattan,-73.97084661493,40.787796393995
EL SOL BRILLANTE JR GARDEN,Parques y Jardines,Manhattan,-73.9795656185,40.728561914881
CENTRAL PARK ADVENTURE PLAYGROUND,Parques y Jardines,Manhattan,-73.977509060561,40.773322722655
GRANT HOUSES BUILDING 8,Residencial,Manhattan,-73.957053364223,40.81139321183
GRANT PROJECTS BUILDING 3,Residencial,Manhattan,-73.957566355146,40.814029201858
RANGEL HOUSES BUILDING 6,Residencial,Manhattan,-73.936587192765,40.833832974354
MUSEUM OF THE AMERICAN INDIAN,Cultura,Manhattan,-74.013492336967,40.704221608595
HYATT PLACE HOTEL MIDTOWN SOUTH,Comercial y Hoteles,Manhattan,-73.985805501841,40.75041925579
CENTRAL PARK ARSENAL BUILDING,Parques y Jardines,Manhattan,-73.971267756506,40.767718800154
HUNTER COLLEGE CAMPUS SCHOOLS,Educacion,Manhattan,-73.953798749394,40.785606838966
WILSON HOUSES BUILDING 3,Residencial,Manhattan,-73.938287375483,40.788452804518
ALBERT APARTMENTS,Residencial,Manhattan,-73.993349636887,40.732742257203
DPR PARK ENFORCEMENT PATROL FORESTRY TRAILER 2,Administracion Publica,Manhattan,-73.927627372587,40.788373822255
FRANKLIN PLAZA BUILDING 9,Residencial,Manhattan,-73.94012752889,40.79018087574
MARCUS GARVEY PARK BASEBALL FIELD,Parques y Jardines,Manhattan,-73.945344480953,40.804139605734
EQUITABLE LIFE BUILDING,Monumentos y Plazas,Manhattan,-74.010937163185,40.708328220348
CENTRAL PARK WATER TUNNEL,Parques y Jardines,Manhattan,-73.969284153205,40.779640682852
MOUNT VERNON HOTEL MUSEUM,Cultura,Manhattan,-73.959699828123,40.760508815928
ISAACS HOUSES BUILDING 3,Residencial,Manhattan,-73.945432629428,40.78153560649
MIRABAL SISTERS CAMPUS,Educacion,Manhattan,-73.935554951818,40.839283177788
APPLE STORE SOHO,Comercial y Hoteles,Manhattan,-73.999051880387,40.725033723707
RIVERTON SQUARE APARTMENTS,Residencial,Manhattan,-73.936377431828,40.81391391413
STUYVESANT TOWN 447 E 14 449 E 14 451E 14 453 E 14 455 E 14,Residencial,Manhattan,-73.980357551883,40.731731955206
BRONX SHORE FIELDS,Parques y Jardines,Manhattan,-73.923441719414,40.800391780287
HIGHBRIDGE PARK EDGECOME ROCK FACE,Parques y Jardines,Manhattan,-73.936935881152,40.835780642134
CENTRAL PARK CHARLES A DANA DISCOVERY CENTER,Parques y Jardines,Manhattan,-73.951448191374,40.797114557768
FT TRYON PARK HENRY HUDSON OVERLOOK,Parques y Jardines,Manhattan,-73.932062578869,40.865688721211
CENTRAL PARK CATS ROCK,Parques y Jardines,Manhattan,-73.97371516562,40.768396491613
CHILD SCHOOL ISLAND HOUSE,Educacion,Manhattan,-73.950169748424,40.762989421194
ALGERIA CONSULATE,Administracion Publica,Manhattan,-73.977422284335,40.756357977469
TIME WARNER CENTER,Comercial y Hoteles,Manhattan,-73.983422484693,40.768233837274
WISE TOWERS BUILDING 2,Residencial,Manhattan,-73.971888114287,40.790076160682
NYU BROADWAY BLOCK E,Educacion,Manhattan,-73.994239172193,40.729505952908
ENNIS FRANCIS APARTMENTS,Residencial,Manhattan,-73.949369590725,40.808268585078
CHILDREN'S GARDEN,Parques y Jardines,Manhattan,-73.979248306091,40.728099975171
MANHATTAN INTERNATIONAL HIGH SCHOOL,Educacion,Manhattan,-73.959576902597,40.765640509034
FT TRYON PARK NEW LEAF CAFE,Parques y Jardines,Manhattan,-73.932757642861,40.860832859266
DSNY GARAGE MANHATTAN 5,Administracion Publica,Manhattan,-74.010379993294,40.726377817941
CARLYLE HOTEL,Comercial y Hoteles,Manhattan,-73.96304385447,40.774345289192
MURRAY HILL EAST SUITES HOTEL,Comercial y Hoteles,Manhattan,-73.976349249913,40.749258277758
WASHINGTON HOUSES BUILDING 7,Residencial,Manhattan,-73.946709243078,40.787844974305
PS 83,Educacion,Manhattan,-73.942141348788,40.793251725312
CHELSEA WATERSIDE DOG PARK,Parques y Jardines,Manhattan,-74.0074655068,40.748832857523
LEXINGTON HOUSES BLDG 2,Residencial,Manhattan,-73.950199087334,40.787566449307
ANNE FRANK CENTER USA,Cultura,Manhattan,-73.999632174952,40.721143695551
JEFFERSON HOUSES BUILDING 12,Residencial,Manhattan,-73.941288337757,40.795597728982
NEW YORK UNIVERSITY SENIOR HOUSE W 13 ST,Educacion,Manhattan,-73.996248256008,40.736422586196
MOORE PLAYGROUND,Parques y Jardines,Manhattan,-73.938491339122,40.809357856513
AMERITANIA HOTEL AT TIMES SQUARE,Comercial y Hoteles,Manhattan,-73.982889091829,40.764065684937
PS 94,Educacion,Manhattan,-74.017530587385,40.70644091805
CLINTON HOUSES BUILDING 3,Residencial,Manhattan,-73.945410247934,40.794056751965
FT TRYON PARK BILLINGS LAWN,Parques y Jardines,Manhattan,-73.934409113122,40.860307552626
SUCCESS ACADEMY HARLEM 6,Educacion,Manhattan,-73.953495318814,40.816276238066
POLICE OFFICER MOIRA ANN SMITH PLAYGROUND,Parques y Jardines,Manhattan,-73.987312491744,40.742552024107
SYMPHONY SPACE THEATRE,Cultura,Manhattan,-73.972842514602,40.79395908885
ANTHROPOLOGIE STORE,Comercial y Hoteles,Manhattan,-73.978390856237,40.75963471963
MARTIN LUTHER KING JR EDUCATIONAL CAMPUS,Educacion,Manhattan,-73.985464039608,40.77481918002
DAVID N DINKINS MUNICIPAL BUILDING,Administracion Publica,Manhattan,-74.003621129148,40.713032913132
CHANDLER HOTEL,Comercial y Hoteles,Manhattan,-73.985164812139,40.746029840922
WALD HOUSES BUILDING 11,Residencial,Manhattan,-73.976232935603,40.719534357988
ZETA CHARTER SCHOOLS INWOOD 1,Educacion,Manhattan,-73.932929206862,40.853642137419
HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,Educacion,Manhattan,-74.00255519514,40.743199718724
MEXICAN MISSION TO UN,Administracion Publica,Manhattan,-73.969604719098,40.750652498817
335 E 111 STREET HOUSES,Residencial,Manhattan,-73.938104036445,40.793145988631
LIGHTHOUSE INTERNATIONAL SOL & LILLIAN GOLDMAN BUILDING,Educacion,Manhattan,-73.969056944231,40.762780108108
RITZ CARLTON CENTRAL PARK,Comercial y Hoteles,Manhattan,-73.975964059051,40.765328068424
DEP WARDS ISLAND RESIDUAL HANDLING CONTROL ROOM,Monumentos y Plazas,Manhattan,-73.923688235722,40.784912695614
AMAC SCHOOL,Educacion,Manhattan,-73.993536563563,40.738662470461
INWOOD HILL PARK THE CLOVE,Parques y Jardines,Manhattan,-73.925430616357,40.871419787214
BARNARD COLLEGE DIANA CENTER,Educacion,Manhattan,-73.962961068588,40.809928720314
BROWNSTONES HOUSES BUILDING 2,Residencial,Manhattan,-73.969869971956,40.791493227802
ST CHARLES BOROMEO SCHOOL,Educacion,Manhattan,-73.94172954568,40.820046663813
STUYVESANT TOWN - 6 SO/ 8 SO/ 10 SO,Residencial,Manhattan,-73.976528306372,40.730719567673
115 STREET LIBRARY,Cultura,Manhattan,-73.953572590603,40.802951873764
VLADECK 2 HOUSES BUILDING 23,Residencial,Manhattan,-73.980072574233,40.71261594767
ELLIOTT HOUSES BUILDING 2,Residencial,Manhattan,-74.002657787818,40.749127539913
VLADECK HOUSES BUILDING 20,Residencial,Manhattan,-73.98228701939,40.713765799227
NORWAY CONSULATE & MISSION TO UN,Administracion Publica,Manhattan,-73.970137610971,40.753438473478
SWAZILAND MISSION SUITE 420,Administracion Publica,Manhattan,-73.965809705539,40.753577689799
POD 39 HOTEL,Comercial y Hoteles,Manhattan,-73.976614459774,40.749366525249
GUGGENHEIM BANDSHELL,Cultura,Manhattan,-73.985686297186,40.772491434074
NIOS RESTAURANT,Comercial y Hoteles,Manhattan,-73.983815607941,40.757816364549
CENTRAL PARK HANS CHRISTIAN ANDERSEN STATUE,Parques y Jardines,Manhattan,-73.967729540532,40.774474641208
GRAMERCY ARTS THEATRE,Cultura,Manhattan,-73.982550160542,40.74171153837
BARUCH HOUSES BUILDING 18,Residencial,Manhattan,-73.97909982414,40.717043484428
BERNARD AND ANNE SPITZER SCHOOL OF ARCHITECTURE,Educacion,Manhattan,-73.950566251346,40.817730623283
CITIZENM HOTEL TIMES SQUARE,Comercial y Hoteles,Manhattan,-73.984949004978,40.761598836944
RIIS HOUSES BUILDING 4,Residencial,Manhattan,-73.972850391103,40.726041605004
RENAISSANCE SCHOOL OF THE ARTS,Educacion,Manhattan,-73.936120925874,40.797409016306
PS 3 CHARRETTE SCHOOL,Educacion,Manhattan,-74.006139763487,40.732672502344
ALGA HOTEL,Comercial y Hoteles,Manhattan,-73.942055551168,40.828295669233
BELIZE MISSION TO UN,Administracion Publica,Manhattan,-73.973910744779,40.75085802996
SUDAN CONSULATE & MISSION TO UN,Administracion Publica,Manhattan,-73.969013429356,40.752810590578
ST NICHOLAS HOUSES BUILDING 1,Residencial,Manhattan,-73.949139635418,40.812241729362
PULITZER FOUNTAIN,Parques y Jardines,Manhattan,-73.973619079126,40.764039416452
CHELSEA GREEN,Parques y Jardines,Manhattan,-73.996079701116,40.741633488674
CHASE BANK PARK AV,Comercial y Hoteles,Manhattan,-73.974202586149,40.755236473027
PS 527 EAST SIDE SCHOOL FOR SOCIAL ACTION,Educacion,Manhattan,-73.947897896384,40.780620781365
MUSEUM OF THE CITY OF NEW YORK,Cultura,Manhattan,-73.952010752552,40.792410226495
DEP WARDS ISLAND FUEL OIL STORAGE FACILITY,Monumentos y Plazas,Manhattan,-73.91921900722,40.789100029451
PS 112 JOSE CELSO BARBOSA,Educacion,Manhattan,-73.930304927252,40.79668876706
CHELSEA PIERS GOLF CLUB,Parques y Jardines,Manhattan,-74.009135069769,40.745328114881
KING TOWERS BUILDING 6,Residencial,Manhattan,-73.948366354718,40.799384857643
FT TRYON PARK FLAG POLE OVERLOOK,Parques y Jardines,Manhattan,-73.932891596706,40.861977032536
ROW NYC HOTEL,Comercial y Hoteles,Manhattan,-73.988355293739,40.75866521762
LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,Educacion,Manhattan,-74.01295930222,40.705772502579
MASARYK TOWERS BUILDING 2,Residencial,Manhattan,-73.980551737342,40.717356890042
VLADECK HOUSES BUILDING 1,Residencial,Manhattan,-73.983434846962,40.711751027256
11 PENN PZ,Monumentos y Plazas,Manhattan,-73.991440729325,40.749164371515
CENTRAL PARK ALEXANDER HAMILTON STATUE,Parques y Jardines,Manhattan,-73.964562960045,40.781031683003
BATTERY PARK AT WEST STREET,Parques y Jardines,Manhattan,-74.017519560157,40.704122809954
AMC THEATRE VILLAGE,Cultura,Manhattan,-73.988726569776,40.731638396974
FT TRYON SOUTHBOUND-DOWNTOWN BUS STOP,Parques y Jardines,Manhattan,-73.9345354532,40.858736877009
BETHUNE TOWERS,Residencial,Manhattan,-73.93681191791,40.81876504884
FT TRYON PARK STAN MICHELS PROMENADE,Parques y Jardines,Manhattan,-73.933576285577,40.860771981757
RENAISSANCE TIMES SQUARE HOTEL,Comercial y Hoteles,Manhattan,-73.984628975415,40.759638267287
MARINE INSPECTION OFC,Administracion Publica,Manhattan,-74.01444512251,40.701075525971
SENEGAL MISSION TO UN,Administracion Publica,Manhattan,-73.972178595969,40.753464230642
ROCKEFELLER UNIVERSITY FLEXNER HALL,Educacion,Manhattan,-73.95513115571,40.762977599277
EDWARD BOWMAN PARK,Parques y Jardines,Manhattan,-73.942848303602,40.809836994388
SEPTEMBER 11 MEMORIAL COMPLEX,Cultura,Manhattan,-74.013253977355,40.711585162432
HIGH LINE W 14 ST ENTRANCE,Parques y Jardines,Manhattan,-74.007814460318,40.741876576124
ORPHEUM THEATRE 2 AV,Cultura,Manhattan,-73.987510575152,40.728205822494
ADAM CLAYTON POWELL JR MALLS,Parques y Jardines,Manhattan,-73.945356188438,40.813077255618
CENTRAL PARK ZOO CENTRAL GARDEN,Parques y Jardines,Manhattan,-73.971972336006,40.767920584132
INWOOD HILL PARK DEGROAT LITTLE LEAGUE FIELD,Parques y Jardines,Manhattan,-73.919637687186,40.874531319023
MUSIC BOX THEATRE,Cultura,Manhattan,-73.987226903056,40.758854824687
CHRISTOPHER FISCHER SOHO,Comercial y Hoteles,Manhattan,-74.001271052651,40.723666418921
KING TOWERS BUILDING 9,Residencial,Manhattan,-73.949153461327,40.798937719445
ST ROSE OF LIMA SCHOOL,Educacion,Manhattan,-73.939695400731,40.837768278578
KESWELL SCHOOL,Educacion,Manhattan,-73.998830510902,40.747341019088
PS 234 ANNEX,Educacion,Manhattan,-74.012321492473,40.71674000112
LINCOLN TOWERS,Residencial,Manhattan,-73.985846301351,40.777000024957
ENNIS FRANCIS 2 APARTMENTS,Residencial,Manhattan,-73.950497275825,40.808369960149
PS 110 FLORENCE NIGHTINGALE,Educacion,Manhattan,-73.980005788333,40.71543381516
RANDALLS ISLAND FIELD 72,Parques y Jardines,Manhattan,-73.929191167904,40.782334989543
BRONX SHORE FIELD 11,Parques y Jardines,Manhattan,-73.921395581693,40.800114371394
ROYALTON HOTEL,Comercial y Hoteles,Manhattan,-73.982309274023,40.755600442408
CENTRAL PARK ANCIENT PLAYGROUND,Parques y Jardines,Manhattan,-73.961656953009,40.780849849509
WAGNER HOUSES BUILDING 14,Residencial,Manhattan,-73.933153219987,40.799709063814
HAVEN AVENUE PARK,Parques y Jardines,Manhattan,-73.942755667559,40.848524950792
GREECE MISSION TO UN,Administracion Publica,Manhattan,-73.965584504596,40.752193675554
PS 290 MANHATTAN NEW SCHOOL,Educacion,Manhattan,-73.952885765948,40.775166411677
L A SCUOLA DITALIA GUGLIELMO MARCONI MIDDLE & HIGH SCHOOL,Educacion,Manhattan,-73.957860498196,40.764235006869
DEPWARDS ISLAND TEMPORARY BOILER BUILDING,Monumentos y Plazas,Manhattan,-73.925144805235,40.786604910802
GERTRUDE EDERLE RECREATION CENTER,Parques y Jardines,Manhattan,-73.98873960284,40.771398685709
MONTEFIORE SQUARE,Monumentos y Plazas,Manhattan,-73.953526955613,40.821582596184
WAGNER HOUSES BUILDING 5,Residencial,Manhattan,-73.929939569107,40.798254515454
CAMBRIA HOTEL & SUITES TIMES SQUARE,Comercial y Hoteles,Manhattan,-73.980617080118,40.756502784558
LOWER EAST SIDE I BUILDING 2,Residencial,Manhattan,-73.990763902188,40.722009049762
BRONX SHORE FIELD 2,Parques y Jardines,Manhattan,-73.92478296166,40.801025673887
THE HUDSON RESTAURANT,Comercial y Hoteles,Manhattan,-73.931931971714,40.86902188285
THE CENTRAL BUILDING,Residencial,Manhattan,-73.975981058781,40.789654096803
HOLMES TOWERS HOUSES,Residencial,Manhattan,-73.94541937835,40.780708162797
ISHAM PARK GINKO TREE & STAIRS,Parques y Jardines,Manhattan,-73.919122862407,40.868497195059
STUYVESANT TOWN 635 E 14 645 E 14 245 AVE C,Residencial,Manhattan,-73.975871463576,40.728978619795
ROOSEVELT ISLAND OCTAGON SOCCER FIELD,Parques y Jardines,Manhattan,-73.945845990148,40.767135871376
MACAULAY HONORS COLLEGE,Educacion,Manhattan,-73.980095036029,40.774083469725
AARON ELEMENTARY SCHOOL,Educacion,Manhattan,-73.969972747085,40.751611005824
JOHN JAY COLLEGE OF CRIMINAL JUSTICE,Educacion,Manhattan,-73.987127997427,40.770535283776
BELGIAN MISSION TO UN,Administracion Publica,Manhattan,-73.971075644932,40.750905878943
TRINITY CEMETERY RIVERSIDE DR,Monumentos y Plazas,Manhattan,-73.947841693764,40.832747844779
ST NICHOLAS HOUSES BUILDING 3,Residencial,Manhattan,-73.949567839882,40.811689781912
EL DORADO CO-OP BUILDING,Residencial,Manhattan,-73.967499827439,40.788275990319
LEXINGTON HOUSES BUILDING 4,Residencial,Manhattan,-73.948670411365,40.786909824709
LYCEUM THEATRE,Cultura,Manhattan,-73.984559707965,40.757790443914
ASPHALT GREEN POOL UPPER EAST SIDE,Parques y Jardines,Manhattan,-73.943958167557,40.779145744711
HUDSON RIVER PARK TENNIS COURT 2,Parques y Jardines,Manhattan,-74.011297920503,40.727175318509
THE SHOPS AT COLUMBUS CIRCLE,Comercial y Hoteles,Manhattan,-73.98271444826,40.768472358634
KENKELEBA HOUSE GARDEN,Parques y Jardines,Manhattan,-73.982685076082,40.722311767265
SCYLLA PLAYGROUND COMFORT STATION,Monumentos y Plazas,Manhattan,-73.926208367228,40.783706546219
TOT LOT 116,Parques y Jardines,Manhattan,-73.96551854959,40.80957389142
PS 145 BLOOMINGDALE SCHOOL,Educacion,Manhattan,-73.965374661994,40.799164802938
COLUMBIA UNIVERSITY DEPARTMENT OF PHILOSOPHY,Educacion,Manhattan,-73.960908284658,40.807478006576
AMBASSADOR THEATRE,Cultura,Manhattan,-73.985078614344,40.761200100252
COLUMBIA UNIVERSITY WALLACH HALL,Educacion,Manhattan,-73.961930139096,40.806082240515
TUSCANY HOTEL,Comercial y Hoteles,Manhattan,-73.978193277321,40.749699889567
MACEDONIA MISSION TO UN,Administracion Publica,Manhattan,-73.965674410417,40.752242634238
NEW YORK UNIVERSITY 19 UNIVERSITY PL,Educacion,Manhattan,-73.994762495964,40.731298258764
